image_path,width,height,area
imagenet-1k-wds-subset2-super/train/n01440764/n01440764_10029.png,3000,2250,6750000
imagenet-1k-wds-subset2-super/train/n01440764/n01440764_10095.png,1338,876,1172088
imagenet-1k-wds-subset2-super/train/n01440764/n01440764_10048.png,2400,1800,4320000
imagenet-1k-wds-subset2-super/train/n01440764/n01440764_10124.png,1200,900,1080000
imagenet-1k-wds-subset2-super/train/n01440764/n01440764_10183.png,1200,900,1080000
imagenet-1k-wds-subset2-super/train/n01440764/n01440764_10227.png,1452,1002,1454904
imagenet-1k-wds-subset2-super/train/n01440764/n01440764_10317.png,3840,2880,11059200
imagenet-1k-wds-subset2-super/train/n01440764/n01440764_10373.png,1440,1080,1555200
imagenet-1k-wds-subset2-super/train/n01440764/n01440764_10410.png,2070,1386,2869020
imagenet-1k-wds-subset2-super/train/n01440764/n01440764_10462.png,1278,960,1226880
imagenet-1k-wds-subset2-super/train/n01440764/n01440764_10331.png,3660,2640,9662400
imagenet-1k-wds-subset2-super/train/n01440764/n01440764_10531.png,3000,2286,6858000
imagenet-1k-wds-subset2-super/train/n01440764/n01440764_10548.png,3000,2250,6750000
imagenet-1k-wds-subset2-super/train/n01440764/n01440764_107.png,450,336,151200
imagenet-1k-wds-subset2-super/train/n01440764/n01440764_10738.png,1920,1440,2764800
imagenet-1k-wds-subset2-super/train/n01440764/n01440764_10587.png,3600,2700,9720000
imagenet-1k-wds-subset2-super/train/n01440764/n01440764_10779.png,3000,1998,5994000
imagenet-1k-wds-subset2-super/train/n01440764/n01440764_10812.png,1500,1128,1692000
imagenet-1k-wds-subset2-super/train/n01440764/n01440764_10852.png,2862,3012,8620344
imagenet-1k-wds-subset2-super/train/n01440764/n01440764_10969.png,1110,1500,1665000
imagenet-1k-wds-subset2-super/train/n01440764/n01440764_11018.png,2250,3000,6750000
imagenet-1k-wds-subset2-super/train/n01440764/n01440764_11085.png,960,1440,1382400
imagenet-1k-wds-subset2-super/train/n01440764/n01440764_11213.png,2412,1806,4356072
imagenet-1k-wds-subset2-super/train/n01440764/n01440764_11331.png,3000,2250,6750000
imagenet-1k-wds-subset2-super/train/n01440764/n01440764_1135.png,2220,3000,6660000
imagenet-1k-wds-subset2-super/train/n01440764/n01440764_1141.png,1920,1440,2764800
imagenet-1k-wds-subset2-super/train/n01440764/n01440764_1145.png,2400,1800,4320000
imagenet-1k-wds-subset2-super/train/n01440764/n01440764_11534.png,3000,2250,6750000
imagenet-1k-wds-subset2-super/train/n01440764/n01440764_10491.png,3195,2433,7773435
imagenet-1k-wds-subset2-super/train/n01440764/n01440764_11155.png,3600,2727,9817200
imagenet-1k-wds-subset2-super/train/n01440764/n01440764_10281.png,4000,3000,12000000
imagenet-1k-wds-subset2-super/train/n01440764/n01440764_1063.png,3200,2400,7680000
imagenet-1k-wds-subset2-super/train/n01443537/n01443537_10025.png,3000,2244,6732000
imagenet-1k-wds-subset2-super/train/n01443537/n01443537_10083.png,3000,2250,6750000
imagenet-1k-wds-subset2-super/train/n01443537/n01443537_10100.png,3000,2250,6750000
imagenet-1k-wds-subset2-super/train/n01443537/n01443537_10171.png,3000,1530,4590000
imagenet-1k-wds-subset2-super/train/n01443537/n01443537_10242.png,3000,2250,6750000
imagenet-1k-wds-subset2-super/train/n01443537/n01443537_10286.png,2124,3000,6372000
imagenet-1k-wds-subset2-super/train/n01443537/n01443537_10364.png,3000,2250,6750000
imagenet-1k-wds-subset2-super/train/n01443537/n01443537_10470.png,3000,2004,6012000
imagenet-1k-wds-subset2-super/train/n01443537/n01443537_10547.png,3000,1998,5994000
imagenet-1k-wds-subset2-super/train/n01443537/n01443537_10709.png,3000,2250,6750000
imagenet-1k-wds-subset2-super/train/n01443537/n01443537_1062.png,3840,2556,9815040
imagenet-1k-wds-subset2-super/train/n01443537/n01443537_10779.png,3000,1530,4590000
imagenet-1k-wds-subset2-super/train/n01443537/n01443537_10791.png,3000,2004,6012000
imagenet-1k-wds-subset2-super/train/n01443537/n01443537_10957.png,1998,3000,5994000
imagenet-1k-wds-subset2-super/train/n01443537/n01443537_11019.png,3000,2202,6606000
imagenet-1k-wds-subset2-super/train/n01443537/n01443537_11063.png,3000,2250,6750000
imagenet-1k-wds-subset2-super/train/n01443537/n01443537_11124.png,3000,2250,6750000
imagenet-1k-wds-subset2-super/train/n01443537/n01443537_11192.png,3000,2250,6750000
imagenet-1k-wds-subset2-super/train/n01443537/n01443537_1124.png,1440,1158,1667520
imagenet-1k-wds-subset2-super/train/n01443537/n01443537_11292.png,3000,1998,5994000
imagenet-1k-wds-subset2-super/train/n01443537/n01443537_11348.png,3000,1992,5976000
imagenet-1k-wds-subset2-super/train/n01443537/n01443537_11413.png,3000,2250,6750000
imagenet-1k-wds-subset2-super/train/n01443537/n01443537_11490.png,3000,1992,5976000
imagenet-1k-wds-subset2-super/train/n01443537/n01443537_11626.png,3000,1998,5994000
imagenet-1k-wds-subset2-super/train/n01443537/n01443537_11686.png,3000,1998,5994000
imagenet-1k-wds-subset2-super/train/n01443537/n01443537_11715.png,3000,2250,6750000
imagenet-1k-wds-subset2-super/train/n01443537/n01443537_11793.png,3000,2250,6750000
imagenet-1k-wds-subset2-super/train/n01443537/n01443537_11925.png,3000,1998,5994000
imagenet-1k-wds-subset2-super/train/n01443537/n01443537_1196.png,3132,1776,5562432
imagenet-1k-wds-subset2-super/train/n01443537/n01443537_12077.png,3000,1998,5994000
imagenet-1k-wds-subset2-super/train/n01443537/n01443537_12130.png,3000,1998,5994000
imagenet-1k-wds-subset2-super/train/n01443537/n01443537_1219.png,1596,2400,3830400
imagenet-1k-wds-subset2-super/train/n01484850/n01484850_10073.png,3000,1986,5958000
imagenet-1k-wds-subset2-super/train/n01484850/n01484850_10139.png,2250,3000,6750000
imagenet-1k-wds-subset2-super/train/n01484850/n01484850_10370.png,3000,2496,7488000
imagenet-1k-wds-subset2-super/train/n01484850/n01484850_1054.png,3000,2004,6012000
imagenet-1k-wds-subset2-super/train/n01484850/n01484850_10785.png,3000,2010,6030000
imagenet-1k-wds-subset2-super/train/n01484850/n01484850_10900.png,3000,1992,5976000
imagenet-1k-wds-subset2-super/train/n01484850/n01484850_11069.png,2400,1500,3600000
imagenet-1k-wds-subset2-super/train/n01484850/n01484850_11179.png,3000,1998,5994000
imagenet-1k-wds-subset2-super/train/n01484850/n01484850_11236.png,3000,2250,6750000
imagenet-1k-wds-subset2-super/train/n01484850/n01484850_11294.png,3000,1998,5994000
imagenet-1k-wds-subset2-super/train/n01484850/n01484850_11371.png,3000,2250,6750000
imagenet-1k-wds-subset2-super/train/n01484850/n01484850_11499.png,2250,3000,6750000
imagenet-1k-wds-subset2-super/train/n01484850/n01484850_116.png,1920,1440,2764800
imagenet-1k-wds-subset2-super/train/n01484850/n01484850_11688.png,3000,2004,6012000
imagenet-1k-wds-subset2-super/train/n01484850/n01484850_11923.png,2634,1266,3334644
imagenet-1k-wds-subset2-super/train/n01484850/n01484850_12047.png,3000,1902,5706000
imagenet-1k-wds-subset2-super/train/n01484850/n01484850_12375.png,3000,2040,6120000
imagenet-1k-wds-subset2-super/train/n01484850/n01484850_12579.png,3000,2124,6372000
imagenet-1k-wds-subset2-super/train/n01484850/n01484850_12713.png,1998,3000,5994000
imagenet-1k-wds-subset2-super/train/n01484850/n01484850_12844.png,3000,1998,5994000
imagenet-1k-wds-subset2-super/train/n01484850/n01484850_12982.png,1200,1200,1440000
imagenet-1k-wds-subset2-super/train/n01484850/n01484850_13033.png,3000,1998,5994000
imagenet-1k-wds-subset2-super/train/n01484850/n01484850_13117.png,3000,2250,6750000
imagenet-1k-wds-subset2-super/train/n01484850/n01484850_13243.png,3000,2250,6750000
imagenet-1k-wds-subset2-super/train/n01484850/n01484850_13321.png,2634,1974,5199516
imagenet-1k-wds-subset2-super/train/n01484850/n01484850_13503.png,3000,2136,6408000
imagenet-1k-wds-subset2-super/train/n01484850/n01484850_13632.png,3000,2250,6750000
imagenet-1k-wds-subset2-super/train/n01484850/n01484850_13787.png,3000,1992,5976000
imagenet-1k-wds-subset2-super/train/n01484850/n01484850_1394.png,3000,2010,6030000
imagenet-1k-wds-subset2-super/train/n01484850/n01484850_13992.png,3000,2814,8442000
imagenet-1k-wds-subset2-super/train/n01484850/n01484850_1416.png,3000,2004,6012000
imagenet-1k-wds-subset2-super/train/n01484850/n01484850_1423.png,2136,1320,2819520
imagenet-1k-wds-subset2-super/train/n01491361/n01491361_10001.png,3600,2400,8640000
imagenet-1k-wds-subset2-super/train/n01491361/n01491361_10067.png,2130,3000,6390000
imagenet-1k-wds-subset2-super/train/n01491361/n01491361_10125.png,3000,1998,5994000
imagenet-1k-wds-subset2-super/train/n01491361/n01491361_1020.png,3000,1968,5904000
imagenet-1k-wds-subset2-super/train/n01491361/n01491361_10342.png,3000,1998,5994000
imagenet-1k-wds-subset2-super/train/n01491361/n01491361_1038.png,3000,1944,5832000
imagenet-1k-wds-subset2-super/train/n01491361/n01491361_1040.png,3000,2250,6750000
imagenet-1k-wds-subset2-super/train/n01491361/n01491361_10459.png,3000,2010,6030000
imagenet-1k-wds-subset2-super/train/n01491361/n01491361_10523.png,3000,1992,5976000
imagenet-1k-wds-subset2-super/train/n01491361/n01491361_10602.png,3000,1998,5994000
imagenet-1k-wds-subset2-super/train/n01491361/n01491361_10669.png,3000,2250,6750000
imagenet-1k-wds-subset2-super/train/n01491361/n01491361_10706.png,3000,1998,5994000
imagenet-1k-wds-subset2-super/train/n01491361/n01491361_10737.png,2400,1800,4320000
imagenet-1k-wds-subset2-super/train/n01491361/n01491361_10814.png,2400,1596,3830400
imagenet-1k-wds-subset2-super/train/n01491361/n01491361_10779.png,3000,1998,5994000
imagenet-1k-wds-subset2-super/train/n01491361/n01491361_10987.png,3000,1992,5976000
imagenet-1k-wds-subset2-super/train/n01491361/n01491361_1105.png,3000,2004,6012000
imagenet-1k-wds-subset2-super/train/n01491361/n01491361_11012.png,3390,2400,8136000
imagenet-1k-wds-subset2-super/train/n01491361/n01491361_11108.png,2022,3042,6150924
imagenet-1k-wds-subset2-super/train/n01491361/n01491361_1116.png,2250,3000,6750000
