image_path,width,height,area
imagenet-1k-wds-subset0-super/train/n01440764/n01440764_10470.jpg,1010,758,765580
imagenet-1k-wds-subset0-super/train/n01440764/n01440764_10787.jpg,1489,722,1075058
imagenet-1k-wds-subset0-super/train/n01440764/n01440764_10042.png,306,404,123624
imagenet-1k-wds-subset0-super/train/n01440764/n01440764_10026.png,500,500,250000
imagenet-1k-wds-subset0-super/train/n01440764/n01440764_10074.png,1000,750,750000
imagenet-1k-wds-subset0-super/train/n01440764/n01440764_10110.png,1280,1022,1308160
imagenet-1k-wds-subset0-super/train/n01440764/n01440764_10159.png,550,574,315700
imagenet-1k-wds-subset0-super/train/n01440764/n01440764_10211.png,1280,960,1228800
imagenet-1k-wds-subset0-super/train/n01440764/n01440764_10251.png,1000,750,750000
imagenet-1k-wds-subset0-super/train/n01440764/n01440764_10293.png,1000,750,750000
imagenet-1k-wds-subset0-super/train/n01440764/n01440764_10320.png,1180,960,1132800
imagenet-1k-wds-subset0-super/train/n01440764/n01440764_10361.png,1000,750,750000
imagenet-1k-wds-subset0-super/train/n01440764/n01440764_10382.png,452,338,152776
imagenet-1k-wds-subset0-super/train/n01440764/n01440764_10444.png,400,346,138400
imagenet-1k-wds-subset0-super/train/n01440764/n01440764_10542.png,500,332,166000
imagenet-1k-wds-subset0-super/train/n01440764/n01440764_10514.png,1280,960,1228800
imagenet-1k-wds-subset0-super/train/n01440764/n01440764_10555.png,420,628,263760
imagenet-1k-wds-subset0-super/train/n01440764/n01440764_10604.png,600,876,525600
imagenet-1k-wds-subset0-super/train/n01440764/n01440764_10667.png,800,600,480000
imagenet-1k-wds-subset0-super/train/n01440764/n01440764_10726.png,550,492,270600
imagenet-1k-wds-subset0-super/train/n01440764/n01440764_10744.png,1000,618,618000
imagenet-1k-wds-subset0-super/train/n01440764/n01440764_10845.png,1000,748,748000
imagenet-1k-wds-subset0-super/train/n01440764/n01440764_1091.png,1000,750,750000
imagenet-1k-wds-subset0-super/train/n01440764/n01440764_10995.png,1000,750,750000
imagenet-1k-wds-subset0-super/train/n01440764/n01440764_11063.png,500,332,166000
imagenet-1k-wds-subset0-super/train/n01440764/n01440764_11145.png,650,642,417300
imagenet-1k-wds-subset0-super/train/n01440764/n01440764_11190.png,800,1066,852800
imagenet-1k-wds-subset0-super/train/n01440764/n01440764_11281.png,500,376,188000
imagenet-1k-wds-subset0-super/train/n01440764/n01440764_11339.png,1000,754,754000
imagenet-1k-wds-subset0-super/train/n01440764/n01440764_11396.png,470,280,131600
imagenet-1k-wds-subset0-super/train/n01440764/n01440764_11424.png,750,1000,750000
imagenet-1k-wds-subset0-super/train/n01440764/n01440764_11486.png,1160,1256,1456960
imagenet-1k-wds-subset0-super/train/n01440764/n01440764_1154.png,668,500,334000
imagenet-1k-wds-subset0-super/train/n01443537/n01443537_10007.png,1280,960,1228800
imagenet-1k-wds-subset0-super/train/n01443537/n01443537_10035.png,1000,884,884000
imagenet-1k-wds-subset0-super/train/n01443537/n01443537_10087.png,1000,666,666000
imagenet-1k-wds-subset0-super/train/n01443537/n01443537_10127.png,1000,750,750000
imagenet-1k-wds-subset0-super/train/n01443537/n01443537_10210.png,1000,750,750000
imagenet-1k-wds-subset0-super/train/n01443537/n01443537_10268.png,1000,750,750000
imagenet-1k-wds-subset0-super/train/n01443537/n01443537_1034.png,512,238,121856
imagenet-1k-wds-subset0-super/train/n01443537/n01443537_10430.png,750,1000,750000
imagenet-1k-wds-subset0-super/train/n01443537/n01443537_10500.png,1000,772,772000
imagenet-1k-wds-subset0-super/train/n01443537/n01443537_10569.png,1000,666,666000
imagenet-1k-wds-subset0-super/train/n01443537/n01443537_1066.png,1536,936,1437696
imagenet-1k-wds-subset0-super/train/n01443537/n01443537_10719.png,1000,750,750000
imagenet-1k-wds-subset0-super/train/n01443537/n01443537_10788.png,1000,750,750000
