image_path,width,height,area
imagenet-1k-wds-subset1-super/train/n01440764/n01440764_10027.png,600,450,270000
imagenet-1k-wds-subset1-super/train/n01440764/n01440764_10043.png,1200,1185,1422000
imagenet-1k-wds-subset1-super/train/n01440764/n01440764_1009.png,1500,1125,1687500
imagenet-1k-wds-subset1-super/train/n01440764/n01440764_10120.png,1410,987,1391670
imagenet-1k-wds-subset1-super/train/n01440764/n01440764_10162.png,1800,1200,2160000
imagenet-1k-wds-subset1-super/train/n01440764/n01440764_10218.png,1500,1125,1687500
imagenet-1k-wds-subset1-super/train/n01440764/n01440764_10254.png,1500,1125,1687500
imagenet-1k-wds-subset1-super/train/n01440764/n01440764_10307.png,1113,837,931581
imagenet-1k-wds-subset1-super/train/n01440764/n01440764_10323.png,1500,1125,1687500
imagenet-1k-wds-subset1-super/train/n01440764/n01440764_10365.png,780,825,643500
imagenet-1k-wds-subset1-super/train/n01440764/n01440764_10398.png,2394,948,2269512
imagenet-1k-wds-subset1-super/train/n01440764/n01440764_10449.png,840,960,806400
imagenet-1k-wds-subset1-super/train/n01440764/n01440764_10482.png,1050,819,859950
imagenet-1k-wds-subset1-super/train/n01440764/n01440764_10529.png,2250,1698,3820500
imagenet-1k-wds-subset1-super/train/n01440764/n01440764_10543.png,1920,2559,4913280
imagenet-1k-wds-subset1-super/train/n01440764/n01440764_10569.png,1065,504,536760
imagenet-1k-wds-subset1-super/train/n01440764/n01440764_10619.png,2502,1878,4698756
imagenet-1k-wds-subset1-super/train/n01440764/n01440764_10698.png,1800,1233,2219400
imagenet-1k-wds-subset1-super/train/n01440764/n01440764_10733.png,1125,1500,1687500
imagenet-1k-wds-subset1-super/train/n01440764/n01440764_10756.png,1800,1356,2440800
imagenet-1k-wds-subset1-super/train/n01440764/n01440764_10792.png,858,642,550836
imagenet-1k-wds-subset1-super/train/n01440764/n01440764_10847.png,1200,852,1022400
imagenet-1k-wds-subset1-super/train/n01440764/n01440764_10910.png,3072,1929,5925888
imagenet-1k-wds-subset1-super/train/n01440764/n01440764_11011.png,900,675,607500
imagenet-1k-wds-subset1-super/train/n01440764/n01440764_1108.png,1500,1125,1687500
imagenet-1k-wds-subset1-super/train/n01440764/n01440764_11151.png,750,498,373500
imagenet-1k-wds-subset1-super/train/n01440764/n01440764_11211.png,750,561,420750
imagenet-1k-wds-subset1-super/train/n01440764/n01440764_11314.png,1500,1194,1791000
imagenet-1k-wds-subset1-super/train/n01440764/n01440764_11346.png,1740,1545,2688300
imagenet-1k-wds-subset1-super/train/n01440764/n01440764_11400.png,1890,2208,4173120
imagenet-1k-wds-subset1-super/train/n01440764/n01440764_11444.png,744,744,553536
imagenet-1k-wds-subset1-super/train/n01440764/n01440764_11507.png,1125,1500,1687500
imagenet-1k-wds-subset1-super/train/n01440764/n01440764_11547.png,2400,1698,4075200
imagenet-1k-wds-subset1-super/train/n01443537/n01443537_10014.png,2000,1332,2664000
